train accuracy,val accuracy,test accuracy,train loss,val loss,test loss
83.68936640647601,87.72183247641021,89.23203089962834,0.6698910250347487,0.48532378644335505,0.49482916716648184
90.01270854959682,91.97253713420793,91.25715273877849,0.32390032830286997,0.32697252286415474,0.3781825730010219
93.60071648748554,92.93151088789398,92.22547632196675,0.21686081375394547,0.2834838430086772,0.3732257715385893
94.62163767644337,93.53016696724237,92.71641878978066,0.1642326579942387,0.25758426928637074,0.35064765535618947
95.90447593708427,94.19573031219781,93.38622637417005,0.1359164940991572,0.24639673180439892,0.34717791171177576
96.43568667222043,93.96294133335937,92.74965667206308,0.11676888097533766,0.2425287719450745,0.35134166511504544
96.9884738630178,93.78686091479133,87.13107173857482,0.09950600868585158,0.23096954968630098,0.3392971849635891
96.82332742579129,93.61850677752027,86.68129495952441,0.08651917652055925,0.23593882602803848,0.359075505124486
97.54693270946035,94.22436239672642,93.12673431375752,0.07985431073727656,0.2374994392488517,0.3409534650652305
97.34092336528155,94.16053844433205,93.28911200813626,0.0696070689365876,0.23317695409059525,0.34330593665008957
97.50416479548629,94.65031635527518,93.2500730390134,0.06380220354363626,0.23047544062137604,0.34684895594482834
97.66285690117856,94.80397222088833,93.72464690519415,0.05808286672952224,0.22692797639790704,0.33142276286430983
98.28882241735653,94.73634934892841,93.01307032937589,0.05407854197166708,0.23912374375789774,0.36098448834989383
97.87030067979073,94.21263676063687,87.4678495137588,0.04993186129865294,0.23604069014682488,0.3498789232386195
98.5388342823301,94.74056012490216,93.25009079083152,0.0461552894332123,0.23511367890180326,0.34814713458004204
98.57294787557758,93.5697991474002,86.64971888065338,0.04441594869392563,0.24965230821102274,0.37762712849223096
98.15921819939905,94.6665715937521,93.26666412146196,0.0405976786563287,0.2449972647077897,0.35400644997539726
98.2281128970944,94.61458150078269,92.91246015092601,0.03895489275645541,0.2557973746283382,0.3733953684568405
98.79467636346817,93.31194255866257,86.77004433196524,0.0372543275660398,0.2469091102042619,0.3718313244373902
98.91200801547693,93.53824105917239,86.84916288956352,0.03325519488877332,0.2563014824454691,0.37624758174238
98.4059175970603,93.68334856687808,87.04673051834106,0.03260606375750991,0.2556770495047756,0.35856611718950065
98.49578449312521,93.4914910325817,86.54156430907871,0.029455568422848473,0.2662619662781556,0.3974162417909373
98.54999360989551,92.980392072715,86.06562821761422,0.028990838106493562,0.28418585745727315,0.43897761825634085
99.10668241126197,94.18546358744302,87.30593077514483,0.027512884356689696,0.26489632898101617,0.4051039625445138
99.14659064035027,93.33618505328309,86.35052572125974,0.025899308386771958,0.2734326900658654,0.40727362360643304
98.64008052616703,93.35363448834887,86.20179101176883,0.0255581279836443,0.2761967583906417,0.42158643609803653
99.23168901278048,93.10241832452661,86.41055576179339,0.02283890465065381,0.28821651228502687,0.4032634124159813
99.22317333367407,93.3828774620505,86.29862730917723,0.02298343177808791,0.28407702368556287,0.42047405145738437
98.77624095094447,94.68635086919747,93.31388914066812,0.02118081690230388,0.2762061508701128,0.38907218319566356
98.7607909708607,94.24765624252021,92.8470404251762,0.021873091556588,0.2843290951614286,0.385711671055659
